Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,,,,,,,,,,,28.14126917,29.54833263,30.95539609,32.36245955,33.76952301,35.17658646,36.58364992,37.99071338,39.39777684,40.8048403,42.21190376,43.61896722,45.02603067,46.43309413,47.84015759,49.24722105,52.06134797,54.87547488,57.6896018,60.50372872,62.41733502,64.1017179,65.78610077,67.47048365,69.15486652,70.8392494,72.52363227,74.20801515,75.89239802,77.57678089,79.26116377,81.71052014,85.03737246,87.52280082,90.00822919,92.49365755,94.97908592,97.46451429,99.94994265,102.435371,104.9207994,107.4062277,109.7509498,115.1634539,120.575958,125.9884621,129.8719572,137.9203602,137.9203602,137.9203602,137.9203602,,
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,17.13070113,14.46618875,17.59551049,17.47226448,17.99922148,18.15104995,18.9166676,19.17395695,20.19291967,20.95453493,20.41619618,20.35033671,20.97611037,21.43885669,21.97356628,22.13554227,21.02278279,19.80507901,18.65058679,18.5655752,18.14035834,17.45172485,17.31098052,16.52436117,15.97678623,16.1895789,16.4619273,16.26524338,16.71536395,16.87571034,17.14473297,17.12972614,17.381309,18.10363943,18.36069808,18.92149352,18.73960076,18.88262358,18.85498824,18.69186253,18.90604502,19.00413861,19.23047027,18.83981463,18.67789541,18.53688015,18.55802384,17.70223805,17.9146649,18.09381155,17.17102716,,
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.2,,,0.4,,,0.31,,0.27,,0.22,,0.32,,0.32,,0.34,,0.32,,0.29,,0.27,,0.28,,,,,,
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,25.07292739,24.77775949,24.36317606,23.96022417,23.55654064,23.20251397,22.96907149,23.10665314,23.23932172,23.37195725,23.50956603,23.64470373,23.76839,23.87557692,23.96559659,23.75769659,23.29153182,22.6964662,21.73181816,20.79016976,19.87183038,18.97985231,18.11794152,17.29097883,16.50183779,15.75191076,15.05048784,14.48840548,14.13763758,13.81448938,13.52084844,13.25121911,12.99808526,12.76344193,12.55303281,12.3724465,12.21623269,12.07500763,11.9574805,11.78030297,11.60843272,11.4452385,11.29025193,11.13967234,10.98824813,10.84618911,10.70045309,10.53973903,10.37553486,10.20901948,10.04247157,9.878431661,9.716133001,9.55764892,9.403578058,9.253187892,9.108549997,8.972333192,8.845447823,8.732266236,8.638623679,8.562678175,8.500240312
Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.342991424,,,,,,,,,,1.217309394,,,,,,,,,,,,,,,1.124754652,,,,,,,
"Plant species (higher), threatened",EN.HPT.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,,,,,,,,,,,,12.33993015,16.28630705,16.65150136,15.15912898,13.35793358,13.0489335,13.09255079,12.4070632,14.1638858,11.97259286,12.61289318,13.39612768,10.42563367,10.95588235,12.22063718,11.65397631,12.45755518,11.588936,9.610337169,11.08287725,11.36903674,11.48525664,10.9915314,10.93406593,11.31597975,10.71428571,9.449803501,9.841766649,9.932687572,10.01788909,9.920634921,9.702040217,9.741523068,11.02931152,10.60038735,10.77666295,11.45550972,11.43019296,10.43321682,11.4336431,10.97835667,9.216589862,8.895328416,8.338078581,,,,,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8798,,,,,,,,,,,,,,,,,,,,,,
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,100,100,100,100,100,100,100,,,,,
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06889972,,,,,32.11741075,,,,,35.37684627,,,,,34.00185152,,,,,31.94215239,31.47118632,32.49110136,30.3495654,31.87523927,33.44000481,32.79009631,32.55274407,32.66295035,32.83308539,,,
Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,,,,,,,,,,,7.902620558,7.425556292,8.975459357,11.49554638,11.94591811,10.13083042,11.26060187,11.24807872,13.15763976,12.05262675,11.0669306,11.86360805,10.16808667,10.05169093,9.994103595,7.622426653,7.396766112,6.821027035,7.255435135,7.06835635,4.233870968,4.4397463,4.670912951,4.772234273,5.188679245,5.288461538,5.386416862,5.542168675,4.872881356,5.161290323,41.35135135,40.60846561,41.79104478,40.60446781,37.43961353,40.60052219,39.07615481,39.20099875,41.03896104,,,,,,,,,,,,,,
Methane emissions (% change from 1990),EN.ATM.METH.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.422354595,16.06190827,15.78233651,12.6228351,22.61218475,25.76270767,29.52748348,32.55849954,41.54783061,39.48432479,30.84670303,30.79840492,39.69887986,38.67099698,44.70021115,46.98508331,44.11227453,46.86588605,45.65533725,47.2953058,48.76825885,50.24121191,,,,,,,,,,
Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,17.24203458,15.7679423,11.56581228,9.099723211,10.8968203,12.61755337,10.21365408,10.45626267,10.21731458,11.2594273,12.59614769,14.14910616,15.22356091,14.36686017,12.94856874,11.17580198,11.09212326,11.39925106,11.30487956,11.04420157,19.75532397,18.89692586,19.3877551,19.47483589,18.64628821,16.67315933,15.14938489,13.78205128,13.28262142,12.78600269,11.9238477,11.52737752,10.77386469,10.66666667,10.70590744,10.38880889,10.69882498,10.93427036,10.85916372,,,,,,,,,,,,,,
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122219.4894,125898.2318,126550.6264,134958.2579,137206.0895,143656.5723,147141.9815,146430.5721,148305.1158,152598.5186,161798.7973,159166.6551,165592.4705,178930.5663,182785.5452,190102.764,197745.7365,200976.5808,206120.0102,208060.3925,210955.5444,216395.9083,234851.8305,239618.2599,252331.6686,261745.2952,262948.8019,265628.7808,274181.7018,279200.6234,266702.6795,,
CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1257.781,766.403,407.037,253.023,282.359,264.024,271.358,190.684,201.685,451.041,971.755,902.082,649.059,821.408,700.397,792.072,586.72,605.055,572.052,894.748,1609.813,1910.507,1976.513,3149.953,4030.033,3080.28,2728.248,2970.27,2977.604,2988.605,2944.601,2691.578,2379.883,1925.175,2288.208,1936.176,1408.128,1382.459,2112.192,2174.531,1969.179,2097.524,2610.904,2790.587,1925.175,2365.215,2702.579,3014.274,3010.607,1595.145,1217.444,1048.762,1037.761,726.066,546.383,502.379,0,,,,,,
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,71.01190476,71.16082225,73.02716688,76.08108108,66.96950032,63.36853808,70.90039147,72.24152911,72.15702145,69.85365854,45.39041596,40.83677077,25.62411072,24.49272588,30.1344673,35.28334287,28.19696686,33.1320028,21.07084213,33.69504059,28.0154355,39.12665824,47.51143898,41.87861473,32.04744714,30.94362436,29.86394885,29.85178727,32.5295942,31.44898988,34.20696863,38.97077682,43.38211759,38.13240779,42.59460098,37.10170705,38.41081081,41.25186187,44.42806144,28.63986588,39.30628324,38.09226829,36.7110434,38.13085162,38.69162328,34.92282841,37.61266347,38.15474831,35.95768728,39.84045757,40.12827205,39.74911292,38.36103601,39.99799092,38.10974858,38.06424882,37.33509941,,,,,,
CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,7.436517533,12.16041397,11.14864865,21.09020117,26.9594219,21.96607221,21.24239791,20.80129502,21.98373984,0.900024325,3.614221175,11.0723063,8.221669219,7.688771406,13.93245564,15.4933533,8.613445378,38.18320432,17.91656619,38.33517089,24.06032849,18.27434868,31.58664901,42.94481692,38.08756109,43.41137445,47.72885789,46.46398462,45.85184846,57.35730299,57.4536839,48.30396765,49.17283789,52.29639133,64.6958193,70.87,53.60274887,73.36459753,65.72603302,50.56997837,54.91917347,55.57732745,52.55566794,48.58375427,68.84020901,52.63660693,50.85354158,49.61152322,48.71773876,47.20687202,48.05216438,50.67027243,50.42230852,53.23371299,54.00641639,54.9295368,,,,,,
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,141.1028888,151.2491769,168.6677191,181.8709506,206.6813137,227.8716617,239.2292557,286.4005939,322.8934956,338.8052688,372.3253103,415.2480068,425.971991,448.9207718,472.7802338,489.9365906,459.0415347,485.8718498,526.6878127,536.6000585,537.9219064,565.6433606,553.6235638,556.4304206,565.4184831,576.0638551,580.9126744,624.0336568,658.7670639,689.2367578,714.7851262,736.1335584,791.523977,808.6081082,895.8423919,867.7413064,899.1041533,951.7034508,869.7001881,1020.070535,1126.957018,1242.063895,1283.610433,1368.621519,,,,,,,,
Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.819175046,1.058803515,1.341085273,0.824110089,0.510955529,0.530965389,0.328034826,0.247603344,0.227504768,0.197246492,0.25837528,0.259592603,0.117848571,0.2286989,0.313094597,0.107266149,0.21681064,0.075317414,0.093807014,0.040035726,0.078188426,0.0534169,0.088601235,0.043244649,0.050370007,0.036002599,0.018955531,0.051813591,0.046458019,0.012586417,0.016202008,0.012708383,0.056891223,0.052381571,0.115716745,0.040560303,0.039703596,0.048608822,0.046800722,0.027318948,0.072287722,0.082677088,0.042983163,0.030106036,,,,,,,,
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.32,0.29,0.48,0.4,0.42,0.39,0.47,0.54,0.51,0.43,0.43,0.51,0.47,0.44,0.58,0.41,0.41,0.3,0.31,0.26,0.18,0.18,0.13,0.07,0.06,0.08,0.14,0.19,0.16,0.15,,
Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,46.34365186,29.14614122,18.2466144,16.68839635,24.95867769,23.06965762,24.02933563,19.37956204,12.31917872,12.24203285,12.0363547,12.61174968,11.72440791,10.51690216,9.336809516,9.228872968,8.646439239,7.926392668,7.347950927,5.42722305,4.318247334,4.232746363,3.229628103,3.767037167,3.322343393,3.602207805,3.847048425,3.447682916,2.734580119,3.041869983,2.910798122,2.159288194,2.323222076,2.1984,2.114108801,2.129109181,2.134638133,1.96838652,1.576582426,2.107840994,2.084960175,1.845044166,1.506094507,0.993119766,1.319805808,,,,,,,
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,14.80484522,20.32019704,26.7997149,16.19947849,9.035812672,9.185360094,5.802415876,4.562043796,4.526364909,3.608030324,4.495210022,5.097914006,2.299862987,4.042210696,5.263157895,1.925891688,3.922339255,1.310325075,1.474810754,0.838301043,1.689247622,1.088264246,1.818275471,0.834884072,0.978950038,0.653626416,0.348885891,0.924254148,0.819970109,0.212498032,0.25915493,0.206163194,0.896148253,0.8032,1.636444051,0.618861069,0.607592214,0.703350234,0.794784551,0.380460926,0.980009371,1.083680332,0.551010185,0.395379969,0.210761941,,,,,,,
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.46328735,99.42256927,99.37979126,99.34185028,99.31569672,99.30823517,99.4,99.36959839,100,99.50824738,99.59050751,99.67276764,99.25673759,99.81144714,99.85647583,99.8848877,99.89945221,99.90293121,99.89810944,99.8,99.93169403,99.96208954,
"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,100,100,100,100,100,100,100,99.9,99.9,99.9,
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,,,,,,,,,,,,,,,,,,16.64645079,22.53196789,27.85795715,27.36557014,25.96085399,30.4855941,33.70888475,36.66916184,35.43414725,58.39203864,55.5523629,76.9268806,67.64023697,63.29975152,70.45064779,,,,,,,,,,,,,,10.11113342,22.09711095,1.118976417,1.179267776,0.875448264,0.595812392,0.584928923,0.840175714,0.414880464,0.356711689,0.468662441,0.47164729,0.416258956,0.323863556,0.29177991,0.3857856,0.287434918,0.179358891
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111921858,,,,,,,
Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,85.19515478,79.67980296,73.2002851,83.80052151,90.96418733,90.81463991,94.19758412,95.4379562,95.47363509,96.39196968,95.50478998,94.90208599,97.70013701,95.9577893,94.73684211,98.07410831,96.07766075,98.68967492,98.52518925,99.16169896,98.31075238,98.91173575,98.18172453,99.16511593,99.02104996,99.34637358,99.65111411,99.07574585,99.18002989,99.78750197,99.74084507,99.79383681,99.10385175,99.1968,98.36355595,99.38113893,99.39240779,99.29664977,99.20521545,99.61953907,99.01999063,98.91631967,99.44898981,99.60462003,99.6773162,,,,,,,
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.40930308,97.4255236,97.4253671,97.41524411,97.40127414,97.38974939,97.42298984,97.39467906,97.935286,97.4482372,97.49684271,97.56310692,97.67373253,97.76201274,97.9023321,98.07131002,98.26755679,98.56863344,98.94685318,98.68105626,99.12109082,99.28505078,
"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,93.9,94.5,95.1,95.5,95.9,96.4,96.8,97,97.3,97.6,97.8,98,98.1,98.3,98.5,98.6,98.7,98.8,98.8,98.9,98.9,
Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,,,,,,,,,,,0.942872957,1.372418039,2.81788325,3.494123813,5.414260731,3.049710393,4.520868948,5.366678109,6.045938946,8.929144829,9.803254819,9.239783153,10.13344853,9.757831134,9.56572674,8.643458986,8.274337142,8.312779662,11.09478133,12.79963451,14.33167736,20.87895553,19.407963,18.02906681,11.90157566,10.0790485,8.988947372,8.621360538,9.921933306,10.24483222,8.201672406,7.804688709,6.882257176,5.853356048,6.243701112,5.180781819,11.73010026,0.564165656,0.602298456,0.340758156,0.241525243,0.238825387,0.321945922,0.145561272,0.114158624,0.116255252,0.104677142,0.099220607,0.086497098,0.068946179,0.069559893,0.076148287,0.065618438
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,,0.942872957,1.372418039,2.81788325,3.494123813,5.414260731,3.049710393,4.520868948,5.920176575,6.733225527,9.680628244,10.08983633,10.19377726,10.55919783,10.04713448,9.836778599,8.870434878,8.332402583,8.413015672,11.57542682,13.07639929,14.73459636,21.24648921,20.35745977,18.8725343,12.53818009,10.74039517,9.494651696,9.613252425,11.10916281,11.22430717,8.590959552,8.237538592,7.643642251,6.593404042,7.027357991,6.102537442,11.93291053,1.027781248,0.734246148,0.777121415,0.420618176,0.323102469,0.414446357,0.261190063,0.143392591,0.427511633,0.225055046,0.143015283,0.127365164,0.116200343,0.122570149,0.119695237,0.161097466
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,31.16029679,37.75539303,33.75965592,23.55245898,18.70745909,11.81059464,10.06232331,8.346052539,9.067563286,9.727213705,8.858419256,8.57460483,7.638637672,8.459761173,8.468613722,14.96181956,8.810027221,7.537559629,10.79191428,6.101178635,10.94806902,8.633503445,6.73496752,4.510177843,5.654980892,7.778011693,7.312558255,9.049821204,7.094001074,6.356494193,12.99667028,8.080307867,14.01173033,11.92900844,10.57700994,10.38485012,10.58767914,8.409883929,14.03089903,4.546879929,6.497561959,6.373516753,5.88527381,7.46321683,9.749867356,10.54050042,7.198427301,11.62347048,9.396407877,8.591592703,5.612674845,5.290948847,3.953778351,5.353069662,4.143944761,1.79879423,3.583351698,4.246345638,3.449089524,4.027596718,4.824210771,4.852645102,
Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,30.90224348,38.11407413,56.08923405,36.03784921,35.84717868,20.62703608,24.10044793,13.62628552,11.14192043,9.527799452,6.856342024,6.754318646,4.751931172,3.565960324,2.42767267,3.330384362,1.891547592,1.31263179,1.382181448,0.78366254,1.239828765,1.01842103,0.799183809,0.50876909,0.640689401,0.859519073,0.782924107,1.160512797,1.053024407,0.945600947,1.869576752,1.450694304,2.538443696,2.245825465,2.309048007,2.291005938,2.545909294,2.292218226,3.209462884,1.080750794,1.548785895,1.353336159,1.069719229,1.161903994,1.116695616,1.063336981,0.681664839,0.849011074,0.508611033,0.470136231,0.301323616,0.254035558,0.179982655,0.223398325,0.164646983,0.084391844,0.177882015,0.211550131,0.175642523,0.224076974,0.32823171,0.345765646,
Net official development assistance and official aid received (constant 2020 US$),DT.ODA.ALLD.KD,3217100098,3846669922,3254949951,2192239990,1691989990,1074479980,891000000,751580017.1,805580017.1,863460022,804679992.7,769419982.9,595409973.1,569650024.4,539929992.7,838179992.7,497049987.8,409920013.4,515380004.9,256380004.9,450230011,442600006.1,381940002.4,247990005.5,370600006.1,524969970.7,364250000,386320007.3,292880004.9,278450012.2,471670013.4,293730011,489040008.5,461769989,417450012.2,366640014.6,383600006.1,347130004.9,595619995.1,200009994.5,316529998.8,329269989,288380004.9,304989990.2,361420013.4,387279998.8,256500000,381100006.1,292470001.2,283380004.9,194899993.9,179100006.1,144520004.3,193850006.1,148350006.1,76519996.64,156119995.1,184550003.1,145139999.4,178669998.2,209619995.1,202830001.8,
"Net official flows from UN agencies, UNWTO (current US$)",DT.NFL.UNWT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNIDIR (current US$)",DT.NFL.UNID.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,,,,,,,,,4130000.114,2920000.076,3289999.962,4250000,5300000.191,4760000.229,2819999.933,3460000.038,2559999.943,1620000.005,4179999.828,5150000.095,6150000.095,6170000.076,4139999.866,3930000.067,3799999.952,3309999.943,3640000.105,4960000.038,3549999.952,3670000.076,2619999.886,1809999.943,1730000.019,1389999.986,389999.9857,569999.9928,670000.0167,769999.9809,519999.9809,1190000.057,649999.9762,680000.0072,839999.9738,970000.0286,1070000.052,990000.0095,1269999.981,1049999.952,800000.0119,579999.9833,680000.0072,419999.9869,722713.6493,1262042.999,470484.4058,994879.3054,394518.435,349409.9677,350000.5305,351639.986,549163.7588,450584.65,
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,,,,,,,,,,,,,,1638762.5,951160,1486566.4,1528028.4,1954520.6,1678206,5501559.6,2189265.9,2917719.6,-496918.1,-1247668.9,-1675287.2,-1662478.7,-1541002.5,-2141563.9,-2204541.4,15092161.9,83033415.2,186379746.8,104207744,82514229.3,51665951,25342418.1,72204526.9,267584829,42697788,35654883.9,38328966.4,42900883.5,-33292082.1,51183827.3,-679588687.6,-211566906.6,-234084747.6,0,,,,,,,,,983531738.3,0,0,0,0,-35179651.5,-62464299.8
"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16966000,439642000,69130000,234104000,300093000,-227920000,263650000,-398380000,-231790000,-120660000,-152420000,-202640000,14750000,-367620000,-104200000,-25410000,14530000,7480000,56520000,24320000,-860000
"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,,,,,,,,,,,5037000,,-2269000,42154000,-460000,62070000,,64768000,117463000,87014000,15286000,-30535000,-56403000,-32841000,-14630000,429155000,65022000,-8273000,349669000,192185000,-15460000,-4094000,-129389000,-662953000,-444524000,-278104000,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,,,,,,,,,,,-2614000,-2599000,-2824000,-1186000,-143000,40586000,50231000,54735000,52730000,62567000,12572000,44699000,9024000,71542000,114728000,40813000,209856000,86482000,254195000,244102000,299904000,565469000,214175000,126033000,251493000,478036000,411577000,93961000,182443000,3705000,-2319000,-178144000,-255677000,43749000,-780237000,-832520000,-2342638000,-10173000,-122403000,-1293000,-2257000,-1358000,-1146000,-5252000,-411000,-402000,983140000,-725000,0,0,0,-35180000,-62464000
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149554.9977,,,,,185709.998,276891.619,,499579.9959,
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357195365
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,,,,,,,,,,,,,,,,,,65.07915735,61.46198091,35.03553492,32.91431018,39.00524849,55.321132,48.80016577,55.22180375,40.09014448,82.03191901,30.28712828,50.79105365,59.62013009,29.26164528,35.81006404,23.93215872,19.19949831,13.22460088,6.261741635,5.206719682,1.677481124,2.200709921,3.178872144,1.638700574,1.01229751,0.427595619,0.410455627,0.942876538,0.872125339,0.663887641,0.652061581,0.880318649,0.962182743,1.043182085,0.596557089,0.600737124,0.659264489,1.059792726,1.210582776,1.644127346,1.999293413,2.654054432,3.153896532,3.000855274,2.84044022,2.427452205
"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,,,,,,,,,,,939559305.4,1260807889,1549785828,2991368811,3365980296,4632815497,6114379903,8912959727,13748600491,16572548617,17038299073,16063318142,14888470179,14410488197,14131285872,16398741782,19497646537,23133428591,24480817226,24789965822,26692900054,26255512109,25762303666,25102041793,28444024246,31310442886,31292311264,28716820456,28490223341,25925520612,23353958639,20869481310,21425432653,22445261998,21142243902,16382134413,5164937197,5177409898,4738663388,4043450021,3629509110,3072563628,2469179780,2072402858,1810322499,1187954740,1866333647,1904132013,1724875954,1571128228,1668630002,1476063370,1290522237
"Net ODA provided, total (constant 2020 US$)",DC.ODA.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.74035433,91.73905235,91.73775038,91.7364484,91.73514642,91.73384444,91.73254246,91.73124049,91.72993851,91.72863653,91.72733455,91.72603257,91.34330461,90.96058747,90.57788116,90.19518567,89.81250102,89.42982719,89.04716419,88.66451202,88.28187068,87.89924017,87.89924017
